	TCGA.3Z.A93Z	TCGA.6D.AA2E	TCGA.A3.3358	TCGA.A3.3387	TCGA.A3.A6NI	TCGA.A3.A6NJ	TCGA.A3.A6NL	TCGA.A3.A6NN	TCGA.A3.A8CQ	TCGA.A3.A8OU	TCGA.A3.A8OV	TCGA.A3.A8OW	TCGA.A3.A8OX	TCGA.AK.3440	TCGA.AK.3458	TCGA.B0.4698	TCGA.B0.4700	TCGA.B0.4706	TCGA.B0.4710	TCGA.B0.4712	TCGA.B0.4810	TCGA.B0.4811	TCGA.B0.4815	TCGA.B0.4816	TCGA.B0.4818	TCGA.B0.4821	TCGA.B0.4852	TCGA.B0.5080	TCGA.B0.5399	TCGA.B0.5400	TCGA.B0.5402	TCGA.B0.5690	TCGA.B0.5691	TCGA.B0.5692	TCGA.B0.5693	TCGA.B0.5694	TCGA.B0.5695	TCGA.B0.5696	TCGA.B0.5697	TCGA.B0.5698	TCGA.B0.5699	TCGA.B0.5700	TCGA.B0.5701	TCGA.B0.5702	TCGA.B0.5703	TCGA.B0.5705	TCGA.B0.5706	TCGA.B0.5707	TCGA.B0.5709	TCGA.B0.5710	TCGA.B0.5711	TCGA.B0.5712	TCGA.B0.5713	TCGA.B0.5812	TCGA.B2.3924	TCGA.B2.5633	TCGA.B2.5635	TCGA.B2.5636	TCGA.B2.5639	TCGA.B2.5641	TCGA.B2.A4SR	TCGA.B4.5377	TCGA.B4.5378	TCGA.B4.5832	TCGA.B4.5834	TCGA.B4.5835	TCGA.B4.5836	TCGA.B4.5838	TCGA.B4.5843	TCGA.B4.5844	TCGA.B8.4146	TCGA.B8.4153	TCGA.B8.4621	TCGA.B8.4622	TCGA.B8.5545	TCGA.B8.5546	TCGA.B8.5549	TCGA.B8.5550	TCGA.B8.5551	TCGA.B8.5552	TCGA.B8.5553	TCGA.B8.A54D	TCGA.B8.A54E	TCGA.B8.A54F	TCGA.B8.A54G	TCGA.B8.A54H	TCGA.B8.A54I	TCGA.B8.A54J	TCGA.B8.A54K	TCGA.B8.A7U6	TCGA.B8.A8YJ	TCGA.BP.4770	TCGA.CJ.5671	TCGA.CJ.5672	TCGA.CJ.5675	TCGA.CJ.5676	TCGA.CJ.5677	TCGA.CJ.5678	TCGA.CJ.5679	TCGA.CJ.5680	TCGA.CJ.5681	TCGA.CJ.5682	TCGA.CJ.5683	TCGA.CJ.5684	TCGA.CJ.5686	TCGA.CJ.5689	TCGA.CJ.6027	TCGA.CJ.6028	TCGA.CJ.6030	TCGA.CJ.6031	TCGA.CJ.6032	TCGA.CJ.6033	TCGA.CW.5580	TCGA.CW.5581	TCGA.CW.5583	TCGA.CW.5584	TCGA.CW.5585	TCGA.CW.5587	TCGA.CW.5588	TCGA.CW.5589	TCGA.CW.5590	TCGA.CW.5591	TCGA.CW.6087	TCGA.CW.6088	TCGA.CW.6090	TCGA.CW.6093	TCGA.CW.6097	TCGA.CZ.4863	TCGA.CZ.4864	TCGA.CZ.4865	TCGA.CZ.4866	TCGA.CZ.5451	TCGA.CZ.5452	TCGA.CZ.5453	TCGA.CZ.5454	TCGA.CZ.5455	TCGA.CZ.5456	TCGA.CZ.5457	TCGA.CZ.5458	TCGA.CZ.5459	TCGA.CZ.5460	TCGA.CZ.5461	TCGA.CZ.5462	TCGA.CZ.5463	TCGA.CZ.5464	TCGA.CZ.5465	TCGA.CZ.5466	TCGA.CZ.5467	TCGA.CZ.5468	TCGA.CZ.5469	TCGA.CZ.5470	TCGA.CZ.5982	TCGA.CZ.5984	TCGA.CZ.5985	TCGA.CZ.5986	TCGA.CZ.5987	TCGA.CZ.5988	TCGA.CZ.5989	TCGA.DV.5565	TCGA.DV.5566	TCGA.DV.5567	TCGA.DV.5568	TCGA.DV.5569	TCGA.DV.5573	TCGA.DV.5574	TCGA.DV.5575	TCGA.DV.5576	TCGA.DV.A4VX	TCGA.DV.A4VZ	TCGA.DV.A4W0	TCGA.EU.5904	TCGA.EU.5905	TCGA.EU.5906	TCGA.EU.5907	TCGA.G6.A5PC	TCGA.G6.A8L6	TCGA.G6.A8L7	TCGA.G6.A8L8	TCGA.GK.A6C7	TCGA.MM.A563	TCGA.MM.A564	TCGA.MM.A84U	TCGA.MW.A4EC	TCGA.T7.A92I
CES8|283848	0.243960137	0.367326661	-0.474647412	-0.774901119	-0.450593157	-0.652814541	0.669636961	0.514781789	0.221462768	0.358312544	1.132569216	0.815694926	1.237000336	-0.047754525	0.796879284	0.251207661	-0.165955191	2.007927817	1.563721212	-1.027021401	1.457642194	-0.110943536	0.909896742	-0.718333464	0.661675204	2.161554943	1.16675669	0.879674773	0.69449579	1.888821249	-0.308954657	-0.684671773	-0.879294638	0.332370746	1.011607057	-0.363621165	1.122956628	-0.91567544	-0.670474374	0.526731313	-1.024442029	0.010438414	-1.024811467	-0.197170508	-0.796729328	-0.888090557	-1.156655862	0.099238667	-0.286671916	1.125835456	-1.172346609	-0.785229502	-0.217720262	1.131762943	0.862734559	0.543676492	0.079694255	-0.338213375	-0.051384009	-1.522137567	1.885783306	0.78255264	-0.125503319	0.534711677	0.729362805	0.779203724	0.480653783	0.365265195	0.145269347	0.791199569	-0.029889312	0.604292287	-0.354356614	-0.38706917	1.195190193	-0.29802247	-1.571731135	-0.101958343	0.247804101	-1.201029695	-0.116523131	-0.695464235	0.494987187	1.319995643	-0.725142405	1.253441343	1.338784354	0.646298999	0.57259635	0.15850582	0.07095782	-2.204227079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFHR1|3078	0.302946118	0.215442749	0.906031367	0.846131681	-0.581303504	2.147048989	-0.116637936	-0.490794053	-0.724272562	0.33329216	-0.965242827	-0.965242827	0.258950567	-0.965242827	-0.405883039	-0.965242827	1.402198014	-0.196481731	-0.965242827	-0.79369063	-0.596024204	0.331512877	3.10526487	-0.965242827	-0.965242827	0.549020496	-0.811710673	0.649320706	0.212099442	0.186403461	2.255365078	-0.756024314	1.725534595	-0.721614796	-0.038672949	1.876164334	-0.628565574	0.860639497	-0.183041803	-0.965242827	-0.218752999	0.321154084	1.659175173	-0.009157939	-0.355146996	0.903335952	0.005570158	0.600143628	0.795224182	-0.965242827	0.740102967	1.81415366	-0.965242827	0.521471662	-0.965242827	-0.965242827	-0.965242827	2.617588166	-0.965242827	0.254274517	-0.965242827	0.392819348	-0.965242827	0.108149786	-0.965242827	0.163723596	-0.476038307	-0.256546963	-0.965242827	-0.965242827	-0.965242827	-0.965242827	-0.481255103	3.281206882	-0.244164324	-0.965242827	-0.471000157	-0.672228162	-0.50634416	-0.378872357	-0.965242827	-0.965242827	-0.965242827	-0.965242827	-0.965242827	-0.788444548	-0.965242827	0.334707877	-0.043219032	-0.658683505	0.146545175	-0.341191492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFTR|1080	0.482952803	0.22508813	0.771647984	0.802944772	-0.863221254	-1.021967673	-0.825354402	-1.021967673	-1.021967673	-1.021967673	-0.836374793	-1.021967673	0.284837325	3.182261593	-0.614144814	-1.021967673	1.715190685	-0.722807727	-0.862351329	0.889200399	-1.021967673	0.987704928	-0.860804226	-1.021967673	-1.021967673	-0.833150966	-0.55898975	-0.854661863	-1.021967673	-0.458651481	1.80518067	0.940410798	1.560151036	-1.021967673	-1.021967673	2.087168866	-0.687093965	0.971942359	0.994545152	-1.021967673	0.777670233	-1.021967673	0.444434531	0.699426398	1.363049288	0.84866842	0.144587357	0.811122414	1.620234351	-1.021967673	0.834768227	1.686749598	-1.021967673	0.155716266	0.116118217	-0.672432653	-0.532741395	1.567192236	-0.431536096	0.49060478	-0.168431866	-0.9054891	-0.608249713	-1.021967673	-0.683235829	0.137300102	-0.873969804	-0.50526558	-1.021967673	-1.021967673	-0.508868286	-1.021967673	-0.875867286	1.612114903	-0.648455249	-0.45634371	-0.872117798	-0.446556669	-1.021967673	1.441424998	0.233767336	-1.021967673	-1.021967673	-1.021967673	-1.021967673	-0.257374284	-0.377957679	-1.021967673	-0.831297465	-1.021967673	-1.021967673	-1.021967673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGA|1081	-0.368361257	-0.737603441	0.341803654	2.663710048	-0.737603441	-0.737603441	-0.737603441	-0.737603441	-0.737603441	-0.737603441	-0.737603441	-0.737603441	-0.737603441	3.66250148	-0.737603441	-0.737603441	2.485048374	-0.737603441	-0.737603441	0.075932735	-0.513857864	1.182939204	-0.737603441	-0.737603441	-0.737603441	-0.256763476	-0.737603441	-0.737603441	-0.737603441	-0.737603441	-0.009732667	0.683497163	0.815865297	-0.737603441	-0.737603441	1.172297366	-0.244672896	1.095058441	2.498910794	-0.737603441	1.365347669	-0.737603441	0.291489185	-0.737603441	1.903202262	1.248494174	1.745304155	-0.227064996	1.316578039	-0.737603441	0.80882318	0.54958974	-0.737603441	-0.737603441	-0.737603441	-0.437548812	-0.737603441	0.301784182	-0.737603441	0.455579359	-0.737603441	-0.737603441	-0.533937478	-0.065141989	-0.737603441	-0.737603441	-0.737603441	-0.737603441	-0.737603441	-0.737603441	-0.737603441	-0.737603441	-0.737603441	1.078231001	-0.737603441	-0.737603441	0.991395619	-0.737603441	-0.737603441	0.718117235	-0.737603441	-0.737603441	-0.737603441	-0.737603441	-0.441541319	-0.737603441	0.061372402	-0.737603441	-0.737603441	-0.737603441	-0.737603441	0.520684701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGNL1|84952	-0.313571198	0.264957223	0.838212943	1.105961977	-0.710088853	-1.262305653	-0.038678236	-0.11962042	-1.190951145	-0.947229066	-1.384665503	-0.793646252	0.380534487	1.130325432	-0.778439347	-4.031752799	1.252756119	-0.291868588	-0.282245257	0.803800788	-0.770134415	-0.841343709	-0.817046389	-0.499657919	-0.759197813	-0.872564501	-0.515911452	-0.593928269	-0.569000626	0.760101917	0.857715871	1.298776467	1.253133066	-0.203042506	-0.110544542	0.812801313	-0.851744831	1.20282256	1.255202696	-0.168469554	1.118028997	-0.285266656	0.844809231	0.606916704	0.486495311	0.987916291	0.496215946	-1.350862241	1.014562083	-0.975763037	0.821530268	0.315302661	-0.594494222	0.068108231	0.002228618	-0.443163759	0.010763992	1.242187276	-0.73375306	1.173519148	-0.09758683	-1.38578065	-0.377407666	-0.238511722	-0.133460263	-2.101603243	-0.156808117	1.041209159	-0.763657342	-0.356813311	-0.975744173	-1.580358748	0.111532427	0.480857031	0.057222221	-0.414416645	1.181951451	0.80730645	-1.022328104	-0.053754188	-0.122567075	-1.898641422	-2.569615733	-0.655757412	-0.688590996	-0.389951454	-0.117166024	-1.400521413	-0.08671525	-2.132096995	-0.641157094	-2.253804392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGN|57530	-0.536107388	-0.142949531	0.761284468	0.749764868	0.083400452	0.328064375	-0.111153238	-0.520416052	-0.066508178	-0.637067809	-0.024864005	0.340830793	-0.102947813	0.157655255	-0.905325705	-2.684409718	0.731779113	-0.521309303	-1.492616814	1.093552548	-1.603012267	-0.984648028	-0.674776952	-1.210248379	-0.346729682	-0.729369656	-0.822795024	-2.119348317	-0.398887389	-0.626590396	0.589842979	1.13579867	0.830637098	0.261587094	0.041171445	0.781316263	-0.963137363	0.742767935	0.952879728	-0.936903539	0.847083502	-0.005781142	1.009739207	-0.74833983	0.721242738	1.179202768	0.947676707	0.026114885	0.792691149	-0.528316201	0.935105453	0.55128209	0.150387116	-1.645879443	-0.803135594	-0.856713688	-0.540639536	0.996448082	0.418714561	1.206026684	0.098316918	-0.068276049	0.558865533	-1.775618686	0.001456649	1.00192686	-1.031999611	-1.611444026	-0.709491352	-1.569258441	-0.469047576	-1.257074121	-0.688795149	0.176727446	0.047674874	-0.640913569	1.140603651	-2.483071013	-1.612753458	1.00539294	-0.294895735	-0.123422996	0.098702355	0.305224502	0.013173449	0.152285086	-0.019228107	-0.546534669	1.196202537	-0.537881069	-2.159668931	-3.386531743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGREF1|10669	1.244964858	-0.316976366	-0.25490973	-0.243157476	0.655326774	0.872565223	0.564238298	0.796789577	1.366811272	0.59556834	1.536885748	0.865768027	0.865156107	-2.418534463	1.169642373	-2.215678498	-0.664564096	0.571096002	0.92379921	-1.749817545	0.937354822	0.877735876	0.440815048	0.87100981	0.736929953	0.721830853	0.861283884	0.420259275	0.975548166	0.271817546	-0.195888883	-0.540858757	-0.282817814	0.952428454	0.696813179	-0.237260495	1.208315594	-0.173598248	-0.527616641	1.16242873	-0.331418298	1.308880866	-0.406798651	0.99868877	-0.624408351	-0.940418732	-1.259324018	0.342719552	-0.305069736	0.029090484	-0.58501019	-0.262140152	1.024346844	0.518519527	1.2499042	0.558326336	0.76183101	-0.3401417	-0.640856221	-2.020307604	0.593547421	1.265736279	-1.329011233	0.199952343	0.581824979	0.709764017	0.484361531	0.694344516	0.809494285	0.283492717	0.124939951	1.027171326	0.422813965	-0.005110043	-0.411634915	-0.348266084	-2.342023674	0.416618207	0.366098682	-1.67013621	0.195933383	0.449678012	-1.025705809	0.15245582	1.146256986	1.106154368	0.806827612	1.021897453	-1.559399456	0.838434387	0.560822438	-1.428142367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHD5|26038	-0.883915584	-0.107822872	0.456581827	0.560404349	-0.733215043	-0.785318984	-0.719971168	-0.706692073	-0.679348382	-0.894907115	-1.014042098	-0.295567846	0.610249168	3.422837132	0.226733642	-0.803780557	1.020604824	-0.289712739	1.448228113	1.47747303	-0.417201176	0.274159641	0.546710053	-0.59049389	-0.956895339	0.069595788	0.669886128	-0.705650159	-0.737166416	-1.167091707	0.773385159	1.274265747	0.819355117	-0.773158099	-0.615869029	0.649898311	-0.805418991	1.09151667	0.813041359	-0.769437006	1.005435747	-0.620789987	1.062765475	0.98991989	1.23578381	1.10004134	1.366542992	-0.23100938	0.631260235	-0.212261051	1.27378651	1.606233736	-1.098180775	-0.867450345	-0.914061418	-1.172094729	-1.445353902	1.149966487	-1.445353902	1.199149039	-0.914445494	-1.28920996	1.982137333	-1.445353902	-1.112190725	-1.262467468	-1.445353902	-1.445353902	-1.207336792	-1.445353902	-1.445353902	-0.64715129	0.035945995	0.061672778	-0.347237439	-0.687113541	1.473857972	-1.445353902	-0.259012128	-0.225580336	-1.445353902	-0.674830416	-0.940378428	-0.752138124	-0.511636463	-0.194640227	-0.468690627	-0.483557033	3.182549532	-0.777686807	-0.128171747	0.790467754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHGA|1113	-0.432683698	-1.030436156	0.431435365	-0.536204755	-1.030436156	-0.782933964	-0.147388235	-0.347539748	-0.593045551	-0.779737713	-1.030436156	0.715002536	-0.310413861	-1.030436156	-0.683251037	-1.030436156	0.167261047	-1.030436156	-0.269148486	0.604780556	-0.813491878	-0.501449107	-0.174336346	-1.030436156	-0.510383823	1.010494078	-0.628185616	-0.152049007	-1.030436156	1.316001734	1.639088035	0.172635015	0.169334821	-0.776919792	-0.789739361	1.18675315	0.272544808	0.165138019	-0.729229109	-1.030436156	1.305766177	-0.152538992	1.227248411	-1.030436156	1.227763334	0.280574216	1.389520757	-0.742031254	0.876831862	0.754982683	0.850767371	0.855900972	-1.030436156	-0.660229726	-1.030436156	-1.030436156	-1.030436156	3.287946479	-0.377416886	1.72135772	-1.030436156	-1.030436156	0.80221446	-1.030436156	-1.030436156	-0.681876704	-0.819206992	-1.030436156	-1.030436156	-0.617248142	-1.030436156	-0.180605358	-0.526804421	1.983126218	-0.497342553	2.622976924	1.487483527	-1.030436156	-1.030436156	0.666335209	-1.030436156	-0.511326846	-0.71353366	-0.572448471	-1.030436156	-0.380205209	1.651094368	-1.030436156	-1.030436156	-0.711434257	-0.244653559	1.713955099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHGB|1114	-0.458089641	0.038632845	0.703126815	0.7755182	-0.926304269	-1.498202748	-1.05847198	-0.334426667	-1.415806459	-0.380185231	-1.866207063	-1.303858217	-0.038881266	-0.327104747	-0.645820067	-1.643182951	1.101903898	-0.283300958	1.127573359	1.203983115	-1.463046876	0.156451399	-0.380608357	-0.312554526	-1.622582433	-0.945259177	0.884978077	-0.596497947	-0.717331435	-0.795049086	0.895493356	1.128446768	0.90654668	-1.034828805	-1.091554732	0.920494749	-0.367899821	1.088189611	1.607556106	-1.18319617	1.257639138	-0.591061756	1.321622926	0.143167067	1.89079602	1.460441083	1.810354153	0.892301436	1.334293314	-1.066607353	1.045130338	0.982693532	-0.924074868	-1.122097668	-1.364525756	-0.719364472	-1.246566385	0.518768351	-0.175311054	0.725617199	-1.430740399	-0.700487417	-0.527048061	-0.176365448	-1.033276119	-0.915523766	-1.409013901	-0.698206361	-1.186456921	-1.513133836	-1.70035964	-0.733186286	0.083500653	0.724738715	-0.48124796	0.260643356	1.664345754	-0.444704833	-0.806613428	0.594867247	-0.794021233	-1.105665752	0.760472317	-0.300549732	-0.914624392	-1.656178861	-0.943363523	-1.866207063	0.252280003	-0.861934182	-1.553208634	-0.545347273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHI3L1|1116	-1.781982421	-0.427005969	0.463105073	0.759035887	0.095029109	-0.357336892	0.472383	-0.240425258	-0.993663644	0.509820084	-0.857287298	-0.727951125	0.566955543	0.607293913	0.699330765	0.418353025	1.380343994	0.612821735	0.226105389	-0.80023273	1.20378848	-0.820357681	0.661804866	0.887571228	0.051711591	-0.416338793	0.042565492	-0.017356991	0.54582145	1.325546213	1.005703298	0.820984618	1.258372891	-0.970247663	-0.401926208	0.965495853	-0.109511005	0.566826065	1.142808944	0.358301351	1.218550963	-0.510466254	-0.495515479	-1.035227116	1.200505456	0.382276875	0.665550531	0.577710307	1.538345322	-0.493812681	0.165423367	1.388291701	-0.741013703	-0.95394566	-0.175253068	1.322803414	-0.065087969	0.95031202	-0.360744042	0.36855159	0.8479605	-0.161141875	0.64975014	-1.187261233	0.05605874	-0.50023127	0.229037382	-0.949625724	-1.164609327	-0.768938305	-0.224618406	0.091945347	0.390484756	0.127556187	-0.5208181	-1.671466867	-1.536765765	0.089931832	0.234095882	-0.842926914	-0.460795766	-0.650124327	-2.049863	0.945247303	-0.288708951	-0.969286102	0.337042617	-0.57930657	1.007002064	0.051743506	-1.03567666	1.950319588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHI3L2|1117	-0.523977593	-0.211857367	-0.861674388	-0.868100836	1.803706417	0.288491798	0.64803601	-0.156097721	-0.777476173	1.227701735	-1.120007233	-0.257730944	1.017338103	-1.416839282	-0.160746637	-0.198475892	-0.672064984	0.496270848	-0.054812624	-0.483085872	1.193415843	-0.536304279	2.18774086	1.200167983	0.557288122	0.989201729	0.008690213	0.402308775	-0.132956064	2.295507829	0.627436102	-1.690723032	0.261240487	0.330205871	-1.300687359	0.456934333	-0.354776958	-0.516470252	-1.69751882	0.281082896	-1.0234525	-0.7224809	0.027505131	1.401159394	-0.14563718	-0.888363339	-1.38277681	1.128585383	-0.222178881	0.160739154	-0.934946736	0.780919328	-0.076232038	-0.057904522	0.768644225	1.995636224	0.917860329	-0.293870876	0.199141108	-1.25634472	0.188474054	-0.087690803	-1.106666742	1.714638732	-0.870833462	0.599913728	1.043492966	0.533038959	0.502659246	-0.503339844	-0.490029176	-0.641742593	0.917565455	1.150545396	-0.180428084	-1.252552871	-2.151182244	1.013339399	1.835083652	0.211040424	1.382214306	0.942707122	1.188620938	0.901936522	1.128835517	1.103312244	1.376217157	0.264725038	-1.230522441	0.138482267	0.204624076	-0.666532576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHIT1|1118	-0.438895922	0.231566198	-0.610683826	-0.408995795	2.152749592	1.025572209	0.610014147	-0.062249905	0.071662558	-0.046842712	0.035388291	0.376133888	0.819914357	0.67636548	-1.050110874	1.184173461	-0.565255067	-0.360222859	0.215302501	0.002668444	1.036366544	0.503866895	1.484798119	-0.869052335	-0.586163703	-0.857551855	-0.003104761	-0.000213024	1.11768665	2.076577437	-0.904243873	-1.304093795	-0.368460822	0.4863397	-0.241853727	-0.510453432	0.395079318	-0.959555458	-0.982338774	0.715083631	-1.258741508	1.510004198	-1.29803085	1.141578869	-1.123062949	0.172433275	-1.124725736	2.797088077	-0.090201355	-0.577538734	-0.886894755	-0.49734153	-0.112959687	-1.0269541	0.824523898	1.180616645	0.361647228	-0.082145304	1.587908387	-1.03469256	1.893485679	-0.932601375	-0.818944588	-0.42843947	-1.317455428	0.939779798	-1.10099959	-0.031417163	1.089186715	-1.455855193	0.106093517	-0.863455357	2.754582856	-0.33738935	0.07471151	-0.227303612	-1.455855193	1.185852232	0.488776788	-0.550579203	-0.518851901	1.867390394	1.120435612	-0.800336936	1.220717653	-0.765886255	0.717945147	0.256253782	-0.301454566	-0.212117316	0.265021613	-1.084469893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHL1|10752	-0.182359192	1.113895115	0.925020466	1.030276562	-0.978195635	-0.778410166	-1.727434384	-2.041637834	-0.926863518	-0.604634284	-0.639860247	-1.440428656	0.380687351	0.271779664	-0.286413642	-1.277545132	0.993730655	-0.5476451	-0.811147047	1.083629192	-1.43042914	-0.39187916	-0.740000031	-2.066153784	-1.061652141	0.078550833	-0.524988236	-1.572154449	-0.141756247	-1.067607908	1.183146342	1.171297664	1.084874315	-0.274818282	-0.445811351	1.021085935	-0.214040629	1.186878784	0.899901983	-0.739710231	1.045069404	-0.839955778	1.167611639	-0.374813163	1.017917161	1.367211382	0.794851947	1.220851959	1.120645221	-1.178704783	1.154086028	1.027900617	-0.84419193	-0.168504338	-0.844889129	-1.465484606	-0.254251984	0.983334507	-0.380466489	0.758405869	-1.329924207	-0.655133074	-0.928626709	0.177988039	-1.689820481	-0.461348731	-0.775960505	-0.545438201	-1.192946052	-0.325084319	-0.440436459	-0.8193609	0.626486342	1.082742215	-0.687290075	-0.315185924	1.010562131	-0.939066785	-0.920676789	1.58923401	0.269585254	-1.01850966	0.482085524	-0.818421029	-1.199519862	-0.821036547	-1.794360925	-1.245437273	0.20416058	-1.345111096	-1.472661573	-1.022447533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
