	TCGA.A6.2675	TCGA.A6.4105	TCGA.A6.5656	TCGA.A6.5657	TCGA.A6.5659	TCGA.A6.5660	TCGA.A6.5661	TCGA.A6.5662	TCGA.A6.5664	TCGA.A6.5665	TCGA.A6.5666	TCGA.A6.5667	TCGA.A6.6137	TCGA.A6.6138	TCGA.A6.6140	TCGA.A6.6141	TCGA.A6.6142	TCGA.A6.6648	TCGA.A6.6649	TCGA.A6.6650	TCGA.A6.6651	TCGA.A6.6652	TCGA.A6.6653	TCGA.A6.6654	TCGA.A6.6780	TCGA.A6.6781	TCGA.A6.6782	TCGA.AA.3489	TCGA.AA.3496	TCGA.AA.3511	TCGA.AA.3655	TCGA.AA.3660	TCGA.AA.3662	TCGA.AA.3663	TCGA.AA.3697	TCGA.AA.3712	TCGA.AA.3713	TCGA.AD.5900	TCGA.AD.6548	TCGA.AD.6888	TCGA.AD.6889	TCGA.AD.6890	TCGA.AD.6895	TCGA.AD.6899	TCGA.AD.6901	TCGA.AD.6963	TCGA.AD.6964	TCGA.AD.6965	TCGA.AM.5820	TCGA.AM.5821	TCGA.AU.3779	TCGA.AU.6004	TCGA.AY.5543	TCGA.AY.6196	TCGA.AY.6197	TCGA.AY.6386	TCGA.AZ.4323	TCGA.AZ.4616	TCGA.AZ.5403	TCGA.AZ.5407	TCGA.AZ.6598	TCGA.AZ.6599	TCGA.AZ.6600	TCGA.AZ.6601	TCGA.AZ.6603	TCGA.AZ.6605	TCGA.AZ.6606	TCGA.AZ.6607	TCGA.AZ.6608	TCGA.CA.5254	TCGA.CA.5255	TCGA.CA.5796	TCGA.CA.5797	TCGA.CA.6715	TCGA.CA.6716	TCGA.CA.6717	TCGA.CA.6718	TCGA.CA.6719	TCGA.CK.4947	TCGA.CK.4948	TCGA.CK.4950	TCGA.CK.4952	TCGA.CK.5912	TCGA.CK.5913	TCGA.CK.5914	TCGA.CK.5915	TCGA.CK.5916	TCGA.CK.6746	TCGA.CK.6747	TCGA.CK.6748	TCGA.CK.6751	TCGA.CM.4743	TCGA.CM.4751	TCGA.CM.5344	TCGA.CM.5348	TCGA.CM.5349	TCGA.CM.5860	TCGA.CM.5861	TCGA.CM.5862	TCGA.CM.5863	TCGA.CM.5864	TCGA.CM.5868	TCGA.CM.6161	TCGA.CM.6162	TCGA.CM.6163	TCGA.CM.6164	TCGA.CM.6165	TCGA.CM.6166	TCGA.CM.6167	TCGA.CM.6168	TCGA.CM.6169	TCGA.CM.6170	TCGA.CM.6171	TCGA.CM.6172	TCGA.CM.6674	TCGA.CM.6675	TCGA.CM.6676	TCGA.CM.6677	TCGA.CM.6678	TCGA.CM.6679	TCGA.CM.6680	TCGA.D5.5537	TCGA.D5.5538	TCGA.D5.5539	TCGA.D5.5540	TCGA.D5.5541	TCGA.D5.6529	TCGA.D5.6530	TCGA.D5.6531	TCGA.D5.6532	TCGA.D5.6533	TCGA.D5.6534	TCGA.D5.6535	TCGA.D5.6536	TCGA.D5.6537	TCGA.D5.6538	TCGA.D5.6539	TCGA.D5.6540	TCGA.D5.6541	TCGA.D5.6898	TCGA.D5.6920	TCGA.D5.6922	TCGA.D5.6923	TCGA.D5.6924	TCGA.D5.6926	TCGA.D5.6927	TCGA.D5.6928	TCGA.D5.6929	TCGA.D5.6930	TCGA.D5.6931	TCGA.D5.6932	TCGA.D5.7000	TCGA.DM.A0X9	TCGA.DM.A0XD	TCGA.DM.A0XF	TCGA.DM.A1D0	TCGA.DM.A1D4	TCGA.DM.A1D6	TCGA.DM.A1D7	TCGA.DM.A1D8	TCGA.DM.A1D9	TCGA.DM.A1DA	TCGA.DM.A1DB	TCGA.DM.A1HA	TCGA.DM.A1HB	TCGA.DM.A280	TCGA.DM.A282	TCGA.DM.A285	TCGA.DM.A288	TCGA.DM.A28A	TCGA.DM.A28C	TCGA.DM.A28E	TCGA.DM.A28F	TCGA.DM.A28G	TCGA.DM.A28H	TCGA.DM.A28K	TCGA.DM.A28M	TCGA.F4.6459	TCGA.F4.6460	TCGA.F4.6461	TCGA.F4.6463	TCGA.F4.6569	TCGA.F4.6570	TCGA.F4.6703	TCGA.F4.6704	TCGA.F4.6805	TCGA.F4.6806	TCGA.F4.6807	TCGA.F4.6808	TCGA.F4.6809	TCGA.F4.6854	TCGA.F4.6855	TCGA.F4.6856	TCGA.G4.6293	TCGA.G4.6294	TCGA.G4.6295	TCGA.G4.6297	TCGA.G4.6298	TCGA.G4.6299	TCGA.G4.6302	TCGA.G4.6303	TCGA.G4.6304	TCGA.G4.6306	TCGA.G4.6307	TCGA.G4.6309	TCGA.G4.6310	TCGA.G4.6311	TCGA.G4.6314	TCGA.G4.6315	TCGA.G4.6317	TCGA.G4.6320	TCGA.G4.6321	TCGA.G4.6322	TCGA.G4.6323	TCGA.G4.6586	TCGA.G4.6588	TCGA.G4.6625	TCGA.G4.6626	TCGA.G4.6627	TCGA.G4.6628
AMBP|259	-1.09657651	-0.179091154	0.947500386	-0.185765733	-0.800419025	0.884442847	-1.106893076	-0.718605672	1.057567829	-1.861863595	1.14894511	-0.231197742	-0.82918266	-1.571119428	-0.166043411	-0.768352665	-0.798431528	0.58219155	-0.026822736	0.680793013	0.279244495	0.88063288	1.520905752	-1.050756635	2.237256357	-1.339499808	0.637444471	-0.815793664	-0.945591003	0.011918177	-0.363794372	-0.026859564	0.02418262	-0.912376794	-1.581907641	-0.674315185	-1.075522538	-1.308003247	-0.428000115	1.966850046	-0.594385278	-0.234508879	0.483743156	-0.469878034	0.141507166	0.6501861	-0.845795775	0.243029296	-1.0974796	-1.861863595	0.816622768	0.804175881	-0.618124999	0.203453633	0.125781517	-0.112926995	1.795790047	0.216902675	0.431733842	-1.076515	-0.211014581	-0.939571133	-0.82315573	-1.541014244	-0.979960167	-1.234215571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMH|268	-0.63479564	1.724678612	-0.018838514	1.195557117	-1.116343107	-0.677063464	-0.702257871	-1.064216023	-0.128076626	-0.560325804	-1.098432708	-0.537132129	0.219031042	0.84296622	-0.510874482	1.049453233	-1.615843407	-0.540904589	1.43412161	0.296788949	-1.167697587	-0.375421892	0.987960618	0.633088984	1.433209575	0.678016686	-1.150191589	-0.884098463	-1.204304385	-0.847705044	-0.608407237	-1.252476312	-0.383434915	-0.717324643	-1.615843407	-0.066286221	-0.730134847	0.634481592	1.422371398	-1.206751592	0.786357518	-0.25800439	1.48232606	1.795908293	0.862352	0.089288581	-0.425418049	0.68366587	-1.358873958	-0.399374204	1.184315294	1.624977509	-0.382343983	-1.269582276	-0.417559853	0.390832003	1.740844087	-0.086534114	-1.133283269	1.120893128	-0.186441581	-1.139892013	-0.442677425	-1.097849207	-0.918087619	-1.615843407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMPD1|270	2.033688557	0.207655635	-1.012442743	0.088523988	2.90961602	-0.392460413	-0.286105115	1.445409013	0.401043856	2.533851156	-1.012442743	1.929993016	0.72875569	-0.238383026	0.110920983	0.522393743	-0.667941882	1.417041712	1.385690589	0.112689466	1.716700698	-1.012442743	-1.012442743	0.141650906	-1.012442743	-0.09803808	0.762375222	1.637818278	2.082437047	2.33468534	2.207162929	1.879318125	2.111680415	2.555741117	2.224997041	3.347230636	2.768113282	-0.3097499	-0.413394528	-1.012442743	-1.012442743	-0.428208989	-1.012442743	0.972291416	-0.695527146	-0.355657575	-0.034910148	-1.012442743	-1.012442743	-0.046115251	0.617560641	-0.541909498	-0.103645326	1.498827273	-0.000733747	-0.377175242	1.287464195	-1.012442743	-1.012442743	0.111455305	1.257446025	2.770318619	2.029078853	2.494458981	1.248246138	0.044047212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMT|275	0.96313789	-0.078866213	0.723236538	-0.994601978	0.977422241	-1.047481836	-1.734663671	0.987062198	0.850911932	0.951893397	-0.594314529	1.29133376	0.099165058	0.109036244	0.719515728	-0.62235137	0.387280978	-0.395857661	0.269244329	0.40888032	-0.662790621	0.483842659	-2.348545596	-0.397313153	-0.589829438	-1.354728087	-0.264093241	1.024367891	0.796378929	1.20921081	1.292661597	1.371204036	1.251224518	0.984581493	0.816356058	1.287864065	1.224902088	-2.043761852	-0.692246997	-1.353899637	-1.150867305	0.469983571	-1.21331646	0.197363955	0.509462898	0.94397195	-1.049544612	-0.265466011	-2.802182546	-2.050065262	0.937031651	-0.923892871	-0.08581835	0.675449512	1.057242203	-2.399642088	0.239670188	0.598545703	1.473804921	0.563503672	1.053871115	1.045926873	1.093798958	1.015684757	0.728666743	0.213107781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANGPTL1|9068	2.198788499	0.024637615	0.128744749	1.167686943	1.263664783	-0.471487822	-1.164563407	2.15746771	1.104510951	1.082654179	-0.502421631	1.320923346	-0.857493595	0.055450645	-1.042713021	-0.750279529	0.102514212	-0.156797572	0.504575607	-1.176762445	1.64555947	-1.040424402	-0.998425644	1.062672176	-0.703957261	0.159321963	0.657270242	2.161707902	2.458645095	1.386764989	1.974983383	1.056648874	1.811098318	1.859331536	1.664505508	1.427873554	1.552922802	1.290480781	0.524718654	-1.18656966	-1.471813447	-0.948028851	0.246584343	0.19944558	0.996069396	-0.659766019	0.711870932	-1.257968772	0.761668324	-0.487657977	-0.893273214	0.135397629	-1.30111339	1.403078532	-0.974185342	-1.471813447	1.195453907	-0.100176153	0.414953347	-1.075849334	1.864953904	1.467066711	1.418322121	1.733123267	2.153488305	2.811363062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANGPTL7|10218	3.341308224	0.017357726	-0.245986178	1.120809033	1.40154814	-0.521466104	-0.775549785	2.853916477	1.452023191	1.381695064	-0.775549785	1.63069126	-0.775549785	-0.317067755	-0.775549785	-0.775549785	-0.775549785	-0.37268074	0.186541894	-0.775549785	1.78381229	-0.775549785	-0.775549785	0.770553016	-0.775549785	-0.775549785	0.225205303	3.072897045	3.296174165	1.939523271	2.85401478	1.381103177	1.371187133	2.222517737	2.040528871	1.407786322	1.541632188	0.022975394	-0.350950854	-0.775549785	-0.775549785	-0.775549785	-0.302739304	0.113087366	1.184514454	-0.775549785	-0.775549785	-0.775549785	0.844767831	-0.775549785	-0.477313742	-0.517647207	-0.539240985	0.094681641	-0.531885827	-0.775549785	0.748173598	-0.775549785	-0.505193304	-0.058181252	2.412556945	1.418414016	1.788088498	1.815097391	2.843926384	3.297898379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANK2|287	2.485549659	0.144817251	-0.526704343	0.938622562	1.08429616	-0.602202628	-0.740928892	2.110436024	1.420461931	1.286003451	-1.928822108	1.121962143	-0.396543414	0.115692176	-0.811230362	0.179001508	-0.114641521	-0.472481353	0.842015303	-1.074832942	1.945723291	-1.1017585	-1.138394624	1.017290078	-0.979652826	0.087999747	0.661949474	1.95149474	2.358511539	1.379441379	1.361800027	0.720850912	1.237694537	1.99833134	1.471922542	1.010639961	0.845363394	0.29488549	0.104291776	-1.633229246	-1.320737217	-0.741473193	0.092905145	0.59974647	0.938831072	-0.581392084	0.527317485	0.005571595	0.034500527	-0.982972481	0.065078787	-0.26235014	-0.955885014	1.671068365	-1.194590566	-1.047640466	2.051968313	-0.622789924	0.174667798	-0.634176849	2.037216031	1.700075966	1.543105114	1.808425208	2.331189742	2.845976876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD30B|374860	-0.414585121	-0.776998767	-0.776998767	0.824874237	0.105012688	-0.776998767	-0.776998767	-0.164573091	0.084571909	0.39485401	-0.776998767	0.09375743	-0.776998767	-0.776998767	-0.776998767	1.339141891	-0.776998767	0.416415759	-0.776998767	-0.508786284	-0.776998767	-0.776998767	-0.776998767	-0.776998767	2.670075833	-0.457420596	-0.478318759	1.349507716	-0.320101464	1.157091977	0.9057265	0.857145917	0.405609694	0.062055271	-0.482871356	-0.013994832	-0.776998767	-0.776998767	0.780733222	0.807288337	-0.016023588	1.537671492	-0.776998767	-0.52815764	-0.430915299	-0.776998767	0.125985461	-0.0116824	-0.776998767	-0.776998767	-0.193017397	0.776511843	-0.002846439	-0.776998767	0.616544494	-0.256209596	-0.776998767	-0.776998767	-0.776998767	0.048104417	0.559853705	0.298289045	-0.776998767	0.630511287	0.485691424	-0.117579005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANO5|203859	1.787768436	0.089180606	-0.295573794	0.32560143	1.686127539	-1.266010062	0.025043454	1.798919919	-0.235475363	1.764613491	0.365725876	1.848098034	-0.153004055	-0.787803203	0.092697659	-1.0084663	-0.227175011	1.832983475	1.118330368	0.094347657	0.86973513	-1.262294993	-1.236396994	0.377130811	-1.240375264	1.123431859	0.027683577	1.822127739	1.914293427	1.994558678	1.540802959	1.80923502	1.898752144	1.582438455	1.361259576	1.714748765	1.524129965	0.095518392	-0.073131552	-0.292035682	-1.233555596	-0.882306242	0.003821452	0.948045364	-0.578186277	0.626087	1.367030959	-0.289711412	-0.020820834	-0.725591477	-0.521543222	-0.727330868	-0.77008787	0.012697788	1.348678148	-1.104139318	1.546145912	0.532210196	0.490784946	-0.470318924	1.595798051	1.954944815	1.571403561	1.867478802	1.599903123	1.968808824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANO7|50636	0.784874266	0.066775434	-0.639369578	-1.257916906	0.941512989	-1.039426857	-0.618915705	0.570471156	0.597870338	1.047801038	-0.676004372	1.957060982	0.254993801	-0.559034917	-0.157711936	1.851599885	-0.489867254	0.752961899	0.920791724	-0.618462916	-0.023442613	-2.334662046	-0.206767902	-0.219350564	-0.102614653	0.929328059	-0.502384103	0.219178674	0.554301112	1.924514808	1.2725862	1.726925674	1.777973261	1.249816622	1.062322165	2.17007267	0.487143297	-0.446776322	-0.25436727	-1.064067314	0.31425906	0.564109956	-1.024223221	-0.42320565	-1.074533898	0.06975139	1.136179011	0.272333163	-1.338159985	-0.272166955	-0.529950456	-0.205071706	-1.468287897	1.878683695	0.482285967	0.810365063	-0.428079312	-0.635432582	-0.641396584	0.825495198	1.286035065	1.788243863	1.001823542	1.373560123	1.509653182	-0.847269954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANPEP|290	1.596838143	-0.066259812	-0.721949037	-1.19511048	2.238919332	-0.843042954	0.435895009	2.087278345	-0.433064505	2.506695677	-0.926011126	1.601390227	0.986344644	-0.344694307	-0.37765834	-1.120412103	0.053730085	0.129395605	1.582939284	-0.466294595	0.437700799	-1.028069644	0.963743983	0.408082883	2.619649906	0.339706531	-0.590980407	-0.010117088	2.033276773	1.322096472	1.312037356	1.398478622	0.893133272	2.303224201	1.336626547	1.798920388	1.872883894	-0.646083497	0.354411345	0.275638994	-1.107043291	0.485936325	-1.209753999	-0.189378521	-0.514603478	-0.470065115	-0.814233809	-0.354969238	-0.21339349	-0.793105385	0.371590563	0.651970995	-1.243736544	-0.230284708	2.603231535	-0.488760152	0.480299153	-0.472608853	-0.461503094	-1.078254068	2.233802927	1.901177775	1.486258741	1.092521116	0.360059867	0.941679622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANXA10|11199	-0.582485578	-0.081884859	-0.582485578	-0.085049863	-0.217955532	-0.582485578	3.386577405	-0.054168205	0.064943786	-0.582485578	-0.582485578	-0.582485578	-0.582485578	-0.582485578	-0.388206911	-0.582485578	-0.582485578	-0.361578981	2.455437651	-0.582485578	-0.582485578	-0.582485578	1.80398079	-0.379515078	-0.582485578	1.273738554	-0.582485578	-0.175106171	-0.582485578	0.190888802	0.215668752	-0.140546913	-0.064033987	-0.582485578	-0.582485578	-0.582485578	-0.335868328	3.444956279	-0.582485578	-0.582485578	-0.08226622	-0.582485578	2.484948588	0.868581527	-0.582485578	-0.582485578	-0.582485578	-0.35866469	-0.145983644	-0.354991101	-0.582485578	-0.038898765	-0.582485578	2.643002723	0.558825214	-0.582485578	-0.582485578	0.498910831	-0.114563722	1.524382763	-0.379515078	-0.235141275	-0.582485578	-0.582485578	-0.355202358	-0.582485578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANXA13|312	-0.252345056	-0.008415052	-0.012266003	-0.722925703	-0.005284855	0.665834136	-0.349838695	0.030452683	0.241815456	-0.222738428	0.993949088	0.54694436	-0.347807213	0.544366959	-1.044169768	0.176450783	-1.224150021	0.119535099	0.010685321	-0.15849965	-1.025630738	0.080143983	1.409309727	-1.524844523	-0.552866242	1.296872775	-0.183364771	-0.222000701	0.430514899	0.78770446	0.911967429	0.856765031	0.936679085	0.152603223	-0.024311589	0.794139039	-0.147136005	0.890770042	-0.409371394	-0.473826586	0.622207688	-0.337142239	-0.724850322	0.161031221	0.258042789	-3.030898935	-0.511236627	0.758253489	-0.109704382	-4.188280873	-1.108729606	-1.229192823	-0.643108377	0.473174456	-0.271803524	-0.431144969	0.218673859	-0.679894441	0.481012216	0.301176675	0.157741305	0.477097739	0.433114565	0.185510825	0.588874784	-0.856974672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANXA8L2|244	0.868105315	-1.107463449	-0.507000418	0.989945792	-1.107463449	-1.107463449	-0.107557873	0.827959062	-0.798544588	-0.085409399	-1.107463449	-0.569033719	-1.107463449	-0.587598591	-0.602583598	-0.721014595	-0.006031308	-0.650657194	0.840392693	-0.843051432	0.765729363	0.477465094	-0.545007712	1.241765812	-0.783681147	0.716473622	2.170143485	0.08713616	0.616251473	-0.266747608	-0.235076584	-0.44467612	-0.758769411	0.836050045	-0.604697857	-0.355270983	-0.138068803	0.733828476	1.407832158	-0.659718634	-0.539051714	0.113211592	1.059041442	-0.099853126	2.028920897	-0.864947833	0.727530673	1.52848743	-0.198628424	0.934519558	-0.348545559	-1.107463449	-1.107463449	-0.728485869	-1.107463449	-0.163207352	0.463669843	1.197145653	-0.405708427	-0.485921855	0.210446344	-0.586541835	-0.501964093	-0.775149049	0.825515113	2.084748717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANXA8|653145	0.484719098	-0.677132825	-1.025249101	0.013278437	-1.025249101	-0.328744064	-0.521966606	0.856169807	-0.470397739	0.180288501	-1.025249101	-0.463380791	-0.475195919	-1.025249101	-0.721200634	-0.145626536	0.434936225	-0.435258095	0.451074929	-0.749326869	1.433270358	0.24191297	-0.681593692	0.550072293	-0.523540424	1.519962183	3.592709292	-0.387695392	-0.034923068	-0.477035196	0.223872096	-0.610236887	-0.056104263	-0.364483144	-0.179931749	0.158557113	-0.37575653	1.019955807	0.195522103	-0.759630589	-0.087709562	-0.368904989	0.4421995	-0.414369522	3.293061196	-1.025249101	0.334370604	1.876238379	0.029831417	0.649643282	-0.672363631	-0.174529153	-1.025249101	0.453746947	-1.025249101	-0.070608404	1.102217143	0.026488952	-0.017429376	-0.176428384	-0.297147793	-0.302082815	-1.025249101	-1.025249101	0.27373703	1.077455387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
